no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 64 processes
Meep progress: 961.625/1225.375 = 78.5% done in 1148.0s, 314.9s to go
on time step 7693 (time=961.625), 0.110205 s/step
Meep progress: 966.25/1225.375 = 78.9% done in 1152.1s, 309.0s to go
on time step 7730 (time=966.25), 0.109555 s/step
Meep progress: 970.875/1225.375 = 79.2% done in 1156.1s, 303.1s to go
on time step 7767 (time=970.875), 0.109878 s/step
Meep progress: 975.5/1225.375 = 79.6% done in 1160.2s, 297.2s to go
on time step 7804 (time=975.5), 0.109648 s/step
Meep progress: 980.125/1225.375 = 80.0% done in 1164.3s, 291.3s to go
on time step 7841 (time=980.125), 0.110305 s/step
Meep progress: 984.75/1225.375 = 80.4% done in 1168.3s, 285.5s to go
on time step 7878 (time=984.75), 0.109563 s/step
Meep progress: 989.375/1225.375 = 80.7% done in 1172.4s, 279.7s to go
on time step 7915 (time=989.375), 0.109862 s/step
Meep progress: 994.0/1225.375 = 81.1% done in 1176.4s, 273.8s to go
on time step 7952 (time=994), 0.109493 s/step
Meep progress: 998.625/1225.375 = 81.5% done in 1180.5s, 268.0s to go
on time step 7989 (time=998.625), 0.109535 s/step
Meep progress: 1003.25/1225.375 = 81.9% done in 1184.6s, 262.3s to go
on time step 8026 (time=1003.25), 0.109754 s/step
Meep progress: 1007.875/1225.375 = 82.3% done in 1188.6s, 256.5s to go
on time step 8063 (time=1007.88), 0.109659 s/step
Meep progress: 1012.5/1225.375 = 82.6% done in 1192.7s, 250.8s to go
on time step 8100 (time=1012.5), 0.109625 s/step
Meep progress: 1017.125/1225.375 = 83.0% done in 1196.7s, 245.0s to go
on time step 8137 (time=1017.12), 0.109356 s/step
Meep progress: 1021.75/1225.375 = 83.4% done in 1200.8s, 239.3s to go
on time step 8174 (time=1021.75), 0.109523 s/step
Meep progress: 1026.375/1225.375 = 83.8% done in 1204.8s, 233.6s to go
on time step 8211 (time=1026.38), 0.109801 s/step
Meep progress: 1031.0/1225.375 = 84.1% done in 1208.9s, 227.9s to go
on time step 8248 (time=1031), 0.109723 s/step
Meep progress: 1035.625/1225.375 = 84.5% done in 1212.9s, 222.2s to go
on time step 8285 (time=1035.62), 0.109626 s/step
Meep progress: 1040.25/1225.375 = 84.9% done in 1217.0s, 216.6s to go
on time step 8322 (time=1040.25), 0.109687 s/step
Meep progress: 1044.875/1225.375 = 85.3% done in 1221.1s, 210.9s to go
on time step 8359 (time=1044.88), 0.109932 s/step
Meep progress: 1049.5/1225.375 = 85.6% done in 1225.1s, 205.3s to go
on time step 8396 (time=1049.5), 0.109564 s/step
Meep progress: 1054.125/1225.375 = 86.0% done in 1229.2s, 199.7s to go
on time step 8433 (time=1054.12), 0.109674 s/step
Meep progress: 1058.75/1225.375 = 86.4% done in 1233.2s, 194.1s to go
on time step 8470 (time=1058.75), 0.109221 s/step
Meep progress: 1063.375/1225.375 = 86.8% done in 1237.3s, 188.5s to go
on time step 8507 (time=1063.38), 0.110456 s/step
Meep progress: 1068.0/1225.375 = 87.2% done in 1241.4s, 182.9s to go
on time step 8544 (time=1068), 0.109743 s/step
Meep progress: 1072.625/1225.375 = 87.5% done in 1245.4s, 177.4s to go
on time step 8581 (time=1072.62), 0.109745 s/step
Meep progress: 1077.25/1225.375 = 87.9% done in 1249.5s, 171.8s to go
on time step 8618 (time=1077.25), 0.109679 s/step
Meep progress: 1081.875/1225.375 = 88.3% done in 1253.5s, 166.3s to go
on time step 8655 (time=1081.88), 0.109236 s/step
Meep progress: 1086.5/1225.375 = 88.7% done in 1257.6s, 160.7s to go
on time step 8692 (time=1086.5), 0.109569 s/step
Meep progress: 1091.125/1225.375 = 89.0% done in 1261.7s, 155.2s to go
on time step 8729 (time=1091.12), 0.109685 s/step
Meep progress: 1095.75/1225.375 = 89.4% done in 1265.7s, 149.7s to go
on time step 8766 (time=1095.75), 0.109876 s/step
Meep progress: 1100.375/1225.375 = 89.8% done in 1269.8s, 144.2s to go
on time step 8803 (time=1100.38), 0.109236 s/step
Meep progress: 1105.0/1225.375 = 90.2% done in 1273.8s, 138.8s to go
on time step 8840 (time=1105), 0.109445 s/step
Meep progress: 1109.625/1225.375 = 90.6% done in 1277.9s, 133.3s to go
on time step 8877 (time=1109.62), 0.10971 s/step
Meep progress: 1114.25/1225.375 = 90.9% done in 1281.9s, 127.8s to go
on time step 8914 (time=1114.25), 0.109664 s/step
Meep progress: 1118.75/1225.375 = 91.3% done in 1286.0s, 122.6s to go
on time step 8950 (time=1118.75), 0.112047 s/step
Meep progress: 1123.375/1225.375 = 91.7% done in 1290.0s, 117.1s to go
on time step 8987 (time=1123.38), 0.109933 s/step
Meep progress: 1128.0/1225.375 = 92.1% done in 1294.1s, 111.7s to go
on time step 9024 (time=1128), 0.109452 s/step
Meep progress: 1132.625/1225.375 = 92.4% done in 1298.2s, 106.3s to go
on time step 9061 (time=1132.62), 0.110148 s/step
Meep progress: 1137.25/1225.375 = 92.8% done in 1302.2s, 100.9s to go
on time step 9098 (time=1137.25), 0.109001 s/step
Meep progress: 1141.875/1225.375 = 93.2% done in 1306.2s, 95.5s to go
on time step 9135 (time=1141.88), 0.10941 s/step
Meep progress: 1146.5/1225.375 = 93.6% done in 1310.3s, 90.1s to go
on time step 9172 (time=1146.5), 0.109533 s/step
Meep progress: 1151.125/1225.375 = 93.9% done in 1314.3s, 84.8s to go
on time step 9209 (time=1151.12), 0.109342 s/step
Meep progress: 1155.75/1225.375 = 94.3% done in 1318.4s, 79.4s to go
on time step 9246 (time=1155.75), 0.109416 s/step
Meep progress: 1160.375/1225.375 = 94.7% done in 1322.5s, 74.1s to go
on time step 9283 (time=1160.38), 0.109653 s/step
Meep progress: 1165.0/1225.375 = 95.1% done in 1326.5s, 68.7s to go
on time step 9320 (time=1165), 0.109599 s/step
Meep progress: 1169.625/1225.375 = 95.5% done in 1330.6s, 63.4s to go
on time step 9357 (time=1169.62), 0.109579 s/step
Meep progress: 1174.25/1225.375 = 95.8% done in 1334.6s, 58.1s to go
on time step 9394 (time=1174.25), 0.109666 s/step
Meep progress: 1178.875/1225.375 = 96.2% done in 1338.7s, 52.8s to go
on time step 9431 (time=1178.88), 0.109848 s/step
Meep progress: 1183.5/1225.375 = 96.6% done in 1342.7s, 47.5s to go
on time step 9468 (time=1183.5), 0.109439 s/step
Meep progress: 1188.0/1225.375 = 96.9% done in 1346.8s, 42.4s to go
on time step 9504 (time=1188), 0.11149 s/step
Meep progress: 1192.625/1225.375 = 97.3% done in 1350.8s, 37.1s to go
on time step 9541 (time=1192.62), 0.109586 s/step
Meep progress: 1197.25/1225.375 = 97.7% done in 1354.9s, 31.8s to go
on time step 9578 (time=1197.25), 0.109464 s/step
Meep progress: 1201.875/1225.375 = 98.1% done in 1358.9s, 26.6s to go
on time step 9615 (time=1201.88), 0.109665 s/step
Meep progress: 1206.5/1225.375 = 98.5% done in 1363.0s, 21.3s to go
on time step 9652 (time=1206.5), 0.109774 s/step
Meep progress: 1211.125/1225.375 = 98.8% done in 1367.1s, 16.1s to go
on time step 9689 (time=1211.12), 0.110238 s/step
Meep progress: 1215.75/1225.375 = 99.2% done in 1371.1s, 10.9s to go
on time step 9726 (time=1215.75), 0.109356 s/step
Meep progress: 1220.375/1225.375 = 99.6% done in 1375.1s, 5.6s to go
on time step 9763 (time=1220.38), 0.108985 s/step
Meep progress: 1224.875/1225.375 = 100.0% done in 1379.2s, 0.6s to go
on time step 9799 (time=1224.88), 0.113659 s/step
run 0 finished at t = 1225.375 (9803 timesteps)
creating output file "./MidFlux-X1.h5"...
