no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
on time step 1949 (time=121.812), 2.45671 s/step
Meep progress: 121.9375/1224.9 = 10.0% done in 4847.5s, 43846.9s to go
on time step 1951 (time=121.938), 2.45691 s/step
Meep progress: 122.0625/1224.9 = 10.0% done in 4852.4s, 43841.4s to go
on time step 1953 (time=122.062), 2.45636 s/step
Meep progress: 122.1875/1224.9 = 10.0% done in 4857.3s, 43836.0s to go
on time step 1955 (time=122.188), 2.45871 s/step
Meep progress: 122.3125/1224.9 = 10.0% done in 4862.2s, 43830.5s to go
on time step 1957 (time=122.312), 2.45736 s/step
Meep progress: 122.4375/1224.9 = 10.0% done in 4867.1s, 43825.1s to go
on time step 1959 (time=122.438), 2.45741 s/step
Meep progress: 122.5625/1224.9 = 10.0% done in 4872.1s, 43819.6s to go
on time step 1961 (time=122.562), 2.45836 s/step
Meep progress: 122.6875/1224.9 = 10.0% done in 4877.0s, 43814.2s to go
on time step 1963 (time=122.688), 2.45635 s/step
Meep progress: 122.8125/1224.9 = 10.0% done in 4881.9s, 43808.7s to go
on time step 1965 (time=122.812), 2.45749 s/step
Meep progress: 122.9375/1224.9 = 10.0% done in 4886.8s, 43803.3s to go
on time step 1967 (time=122.938), 2.45951 s/step
Meep progress: 123.0625/1224.9 = 10.0% done in 4891.7s, 43797.8s to go
on time step 1969 (time=123.062), 2.45667 s/step
Meep progress: 123.1875/1224.9 = 10.1% done in 4896.6s, 43792.4s to go
on time step 1971 (time=123.188), 2.45812 s/step
Meep progress: 123.3125/1224.9 = 10.1% done in 4901.5s, 43786.9s to go
on time step 1973 (time=123.312), 2.45654 s/step
Meep progress: 123.4375/1224.9 = 10.1% done in 4906.5s, 43781.5s to go
on time step 1975 (time=123.438), 2.4575 s/step
Meep progress: 123.5625/1224.9 = 10.1% done in 4911.4s, 43776.0s to go
on time step 1977 (time=123.562), 2.45692 s/step
Meep progress: 123.6875/1224.9 = 10.1% done in 4916.3s, 43770.6s to go
on time step 1979 (time=123.688), 2.45818 s/step
Meep progress: 123.8125/1224.9 = 10.1% done in 4921.2s, 43765.2s to go
on time step 1981 (time=123.812), 2.45827 s/step
Meep progress: 123.9375/1224.9 = 10.1% done in 4926.1s, 43759.7s to go
on time step 1983 (time=123.938), 2.45727 s/step
Meep progress: 124.0625/1224.9 = 10.1% done in 4931.0s, 43754.3s to go
on time step 1985 (time=124.062), 2.45826 s/step
Meep progress: 124.1875/1224.9 = 10.1% done in 4936.0s, 43748.9s to go
on time step 1987 (time=124.188), 2.46113 s/step
Meep progress: 124.3125/1224.9 = 10.1% done in 4940.9s, 43743.6s to go
on time step 1989 (time=124.312), 2.46216 s/step
Meep progress: 124.4375/1224.9 = 10.2% done in 4945.8s, 43738.2s to go
on time step 1991 (time=124.438), 2.45967 s/step
Meep progress: 124.5625/1224.9 = 10.2% done in 4950.7s, 43732.8s to go
on time step 1993 (time=124.562), 2.46269 s/step
Meep progress: 124.6875/1224.9 = 10.2% done in 4955.6s, 43727.4s to go
on time step 1995 (time=124.688), 2.45954 s/step
Meep progress: 124.8125/1224.9 = 10.2% done in 4960.6s, 43722.0s to go
on time step 1997 (time=124.812), 2.46119 s/step
Meep progress: 124.9375/1224.9 = 10.2% done in 4965.5s, 43716.6s to go
on time step 1999 (time=124.938), 2.4594 s/step
Meep progress: 125.0625/1224.9 = 10.2% done in 4970.4s, 43711.4s to go
on time step 2001 (time=125.062), 2.46622 s/step
Meep progress: 125.1875/1224.9 = 10.2% done in 4975.3s, 43706.0s to go
on time step 2003 (time=125.188), 2.45971 s/step
Meep progress: 125.3125/1224.9 = 10.2% done in 4980.3s, 43700.7s to go
on time step 2005 (time=125.312), 2.46522 s/step
Meep progress: 125.4375/1224.9 = 10.2% done in 4985.2s, 43695.3s to go
on time step 2007 (time=125.438), 2.46117 s/step
Meep progress: 125.5625/1224.9 = 10.3% done in 4990.1s, 43689.9s to go
on time step 2009 (time=125.562), 2.46038 s/step
Meep progress: 125.6875/1224.9 = 10.3% done in 4995.0s, 43684.6s to go
on time step 2011 (time=125.688), 2.46072 s/step
Meep progress: 125.8125/1224.9 = 10.3% done in 5000.0s, 43679.2s to go
on time step 2013 (time=125.812), 2.46152 s/step
Meep progress: 125.9375/1224.9 = 10.3% done in 5004.9s, 43673.8s to go
on time step 2015 (time=125.938), 2.46153 s/step
Meep progress: 126.0625/1224.9 = 10.3% done in 5009.8s, 43668.5s to go
on time step 2017 (time=126.062), 2.46144 s/step
Meep progress: 126.1875/1224.9 = 10.3% done in 5014.7s, 43663.1s to go
on time step 2019 (time=126.188), 2.4616 s/step
Meep progress: 126.3125/1224.9 = 10.3% done in 5019.6s, 43657.8s to go
on time step 2021 (time=126.312), 2.46009 s/step
Meep progress: 126.4375/1224.9 = 10.3% done in 5024.6s, 43652.4s to go
on time step 2023 (time=126.438), 2.46124 s/step
Meep progress: 126.5625/1224.9 = 10.3% done in 5029.5s, 43647.1s to go
on time step 2025 (time=126.562), 2.46189 s/step
Meep progress: 126.6875/1224.9 = 10.3% done in 5034.4s, 43641.7s to go
on time step 2027 (time=126.688), 2.4614 s/step
Meep progress: 126.8125/1224.9 = 10.4% done in 5039.3s, 43636.4s to go
on time step 2029 (time=126.812), 2.46271 s/step
Meep progress: 126.9375/1224.9 = 10.4% done in 5044.3s, 43631.0s to go
on time step 2031 (time=126.938), 2.46194 s/step
Meep progress: 127.0625/1224.9 = 10.4% done in 5049.2s, 43625.7s to go
on time step 2033 (time=127.062), 2.46184 s/step
Meep progress: 127.1875/1224.9 = 10.4% done in 5054.1s, 43620.3s to go
on time step 2035 (time=127.188), 2.46128 s/step
Meep progress: 127.3125/1224.9 = 10.4% done in 5059.0s, 43615.0s to go
on time step 2037 (time=127.312), 2.46174 s/step
Meep progress: 127.4375/1224.9 = 10.4% done in 5064.0s, 43609.7s to go
on time step 2039 (time=127.438), 2.46269 s/step
Meep progress: 127.5625/1224.9 = 10.4% done in 5068.9s, 43604.4s to go
on time step 2041 (time=127.562), 2.46422 s/step
Meep progress: 127.6875/1224.9 = 10.4% done in 5073.8s, 43599.0s to go
on time step 2043 (time=127.688), 2.46125 s/step
Meep progress: 127.8125/1224.9 = 10.4% done in 5078.7s, 43593.6s to go
on time step 2045 (time=127.812), 2.45998 s/step
Meep progress: 127.9375/1224.9 = 10.4% done in 5083.7s, 43588.3s to go
on time step 2047 (time=127.938), 2.46383 s/step
Meep progress: 128.0625/1224.9 = 10.5% done in 5088.6s, 43583.0s to go
on time step 2049 (time=128.062), 2.46234 s/step
Meep progress: 128.1875/1224.9 = 10.5% done in 5093.5s, 43577.7s to go
on time step 2051 (time=128.188), 2.4611 s/step
Meep progress: 128.3125/1224.9 = 10.5% done in 5098.4s, 43572.3s to go
on time step 2053 (time=128.312), 2.46219 s/step
Meep progress: 128.4375/1224.9 = 10.5% done in 5103.4s, 43567.0s to go
on time step 2055 (time=128.438), 2.46155 s/step
Meep progress: 128.5625/1224.9 = 10.5% done in 5108.3s, 43561.6s to go
on time step 2057 (time=128.562), 2.46114 s/step
Meep progress: 128.6875/1224.9 = 10.5% done in 5113.2s, 43556.3s to go
on time step 2059 (time=128.688), 2.45999 s/step
Meep progress: 128.8125/1224.9 = 10.5% done in 5118.1s, 43550.9s to go
on time step 2061 (time=128.812), 2.4615 s/step
Meep progress: 128.9375/1224.9 = 10.5% done in 5123.0s, 43545.6s to go
on time step 2063 (time=128.938), 2.46132 s/step
Meep progress: 129.0625/1224.9 = 10.5% done in 5128.0s, 43540.3s to go
on time step 2065 (time=129.062), 2.46245 s/step
Meep progress: 129.1875/1224.9 = 10.5% done in 5132.9s, 43534.9s to go
on time step 2067 (time=129.188), 2.45959 s/step
Meep progress: 129.3125/1224.9 = 10.6% done in 5137.8s, 43529.6s to go
on time step 2069 (time=129.312), 2.46086 s/step
Meep progress: 129.4375/1224.9 = 10.6% done in 5142.7s, 43524.2s to go
on time step 2071 (time=129.438), 2.46091 s/step
Meep progress: 129.5625/1224.9 = 10.6% done in 5147.7s, 43518.9s to go
on time step 2073 (time=129.562), 2.46019 s/step
Meep progress: 129.6875/1224.9 = 10.6% done in 5152.6s, 43513.5s to go
on time step 2075 (time=129.688), 2.461 s/step
Meep progress: 129.8125/1224.9 = 10.6% done in 5157.5s, 43508.2s to go
on time step 2077 (time=129.812), 2.46307 s/step
Meep progress: 129.9375/1224.9 = 10.6% done in 5162.4s, 43502.9s to go
on time step 2079 (time=129.938), 2.46203 s/step
Meep progress: 130.0625/1224.9 = 10.6% done in 5167.3s, 43497.6s to go
on time step 2081 (time=130.062), 2.46126 s/step
Meep progress: 130.1875/1224.9 = 10.6% done in 5172.3s, 43492.3s to go
on time step 2083 (time=130.188), 2.46177 s/step
Meep progress: 130.3125/1224.9 = 10.6% done in 5177.2s, 43486.9s to go
on time step 2085 (time=130.312), 2.46139 s/step
Meep progress: 130.4375/1224.9 = 10.6% done in 5182.1s, 43481.6s to go
on time step 2087 (time=130.438), 2.46186 s/step
Meep progress: 130.5625/1224.9 = 10.7% done in 5187.0s, 43476.3s to go
on time step 2089 (time=130.562), 2.46112 s/step
Meep progress: 130.6875/1224.9 = 10.7% done in 5192.0s, 43471.0s to go
on time step 2091 (time=130.688), 2.46237 s/step
Meep progress: 130.8125/1224.9 = 10.7% done in 5196.9s, 43465.6s to go
on time step 2093 (time=130.812), 2.4604 s/step
Meep progress: 130.9375/1224.9 = 10.7% done in 5201.8s, 43460.3s to go
on time step 2095 (time=130.938), 2.46449 s/step
Meep progress: 131.0625/1224.9 = 10.7% done in 5206.7s, 43455.0s to go
on time step 2097 (time=131.062), 2.46191 s/step
Meep progress: 131.1875/1224.9 = 10.7% done in 5211.7s, 43449.7s to go
on time step 2099 (time=131.188), 2.46358 s/step
Meep progress: 131.3125/1224.9 = 10.7% done in 5216.6s, 43444.4s to go
on time step 2101 (time=131.312), 2.46219 s/step
Meep progress: 131.4375/1224.9 = 10.7% done in 5221.5s, 43439.1s to go
on time step 2103 (time=131.438), 2.46382 s/step
Meep progress: 131.5625/1224.9 = 10.7% done in 5226.4s, 43433.8s to go
on time step 2105 (time=131.562), 2.45919 s/step
Meep progress: 131.6875/1224.9 = 10.8% done in 5231.4s, 43428.4s to go
on time step 2107 (time=131.688), 2.46042 s/step
Meep progress: 131.8125/1224.9 = 10.8% done in 5236.3s, 43423.1s to go
on time step 2109 (time=131.812), 2.45948 s/step
Meep progress: 131.9375/1224.9 = 10.8% done in 5241.2s, 43417.8s to go
on time step 2111 (time=131.938), 2.46194 s/step
Meep progress: 132.0625/1224.9 = 10.8% done in 5246.1s, 43412.5s to go
on time step 2113 (time=132.062), 2.46132 s/step
Meep progress: 132.1875/1224.9 = 10.8% done in 5251.0s, 43407.1s to go
on time step 2115 (time=132.188), 2.46184 s/step
Meep progress: 132.3125/1224.9 = 10.8% done in 5256.0s, 43401.8s to go
on time step 2117 (time=132.312), 2.46131 s/step
Meep progress: 132.4375/1224.9 = 10.8% done in 5260.9s, 43396.5s to go
on time step 2119 (time=132.438), 2.46107 s/step
Meep progress: 132.5625/1224.9 = 10.8% done in 5265.8s, 43391.2s to go
on time step 2121 (time=132.562), 2.46095 s/step
Meep progress: 132.6875/1224.9 = 10.8% done in 5270.7s, 43385.9s to go
on time step 2123 (time=132.688), 2.46097 s/step
Meep progress: 132.8125/1224.9 = 10.8% done in 5275.7s, 43380.5s to go
on time step 2125 (time=132.812), 2.46072 s/step
Meep progress: 132.9375/1224.9 = 10.9% done in 5280.6s, 43375.3s to go
on time step 2127 (time=132.938), 2.46384 s/step
Meep progress: 133.0625/1224.9 = 10.9% done in 5285.5s, 43369.9s to go
on time step 2129 (time=133.062), 2.46101 s/step
Meep progress: 133.1875/1224.9 = 10.9% done in 5290.4s, 43364.6s to go
on time step 2131 (time=133.188), 2.46036 s/step
Meep progress: 133.3125/1224.9 = 10.9% done in 5295.3s, 43359.3s to go
on time step 2133 (time=133.312), 2.45961 s/step
Meep progress: 133.4375/1224.9 = 10.9% done in 5300.3s, 43354.0s to go
on time step 2135 (time=133.438), 2.46137 s/step
Meep progress: 133.5625/1224.9 = 10.9% done in 5305.2s, 43348.6s to go
on time step 2137 (time=133.562), 2.46144 s/step
Meep progress: 133.6875/1224.9 = 10.9% done in 5310.1s, 43343.6s to go
on time step 2139 (time=133.688), 2.47554 s/step
Meep progress: 133.8125/1224.9 = 10.9% done in 5315.1s, 43338.3s to go
on time step 2141 (time=133.812), 2.46152 s/step
Meep progress: 133.9375/1224.9 = 10.9% done in 5320.0s, 43333.0s to go
on time step 2143 (time=133.938), 2.46131 s/step
Meep progress: 134.0625/1224.9 = 10.9% done in 5324.9s, 43327.6s to go
on time step 2145 (time=134.062), 2.46125 s/step
Meep progress: 134.1875/1224.9 = 11.0% done in 5329.8s, 43322.3s to go
on time step 2147 (time=134.188), 2.45935 s/step
Meep progress: 134.3125/1224.9 = 11.0% done in 5334.7s, 43316.9s to go
on time step 2149 (time=134.312), 2.45714 s/step
Meep progress: 134.4375/1224.9 = 11.0% done in 5339.7s, 43311.6s to go
on time step 2151 (time=134.438), 2.46065 s/step
Meep progress: 134.5625/1224.9 = 11.0% done in 5344.6s, 43306.2s to go
on time step 2153 (time=134.562), 2.45549 s/step
Meep progress: 134.6875/1224.9 = 11.0% done in 5349.5s, 43300.8s to go
on time step 2155 (time=134.688), 2.45663 s/step
Meep progress: 134.8125/1224.9 = 11.0% done in 5354.4s, 43295.5s to go
on time step 2157 (time=134.812), 2.45711 s/step
Meep progress: 134.9375/1224.9 = 11.0% done in 5359.3s, 43290.1s to go
on time step 2159 (time=134.938), 2.45646 s/step
Meep progress: 135.0625/1224.9 = 11.0% done in 5364.2s, 43284.7s to go
on time step 2161 (time=135.062), 2.45679 s/step
Meep progress: 135.1875/1224.9 = 11.0% done in 5369.1s, 43279.4s to go
on time step 2163 (time=135.188), 2.4586 s/step
Meep progress: 135.3125/1224.9 = 11.0% done in 5374.1s, 43274.0s to go
on time step 2165 (time=135.312), 2.45687 s/step
Meep progress: 135.4375/1224.9 = 11.1% done in 5379.0s, 43268.7s to go
on time step 2167 (time=135.438), 2.46171 s/step
Meep progress: 135.5625/1224.9 = 11.1% done in 5383.9s, 43263.3s to go
on time step 2169 (time=135.562), 2.45717 s/step
Meep progress: 135.6875/1224.9 = 11.1% done in 5388.8s, 43258.0s to go
on time step 2171 (time=135.688), 2.45729 s/step
Meep progress: 135.8125/1224.9 = 11.1% done in 5393.7s, 43252.6s to go
on time step 2173 (time=135.812), 2.45728 s/step
Meep progress: 135.9375/1224.9 = 11.1% done in 5398.6s, 43247.2s to go
on time step 2175 (time=135.938), 2.45806 s/step
Meep progress: 136.0625/1224.9 = 11.1% done in 5403.6s, 43241.9s to go
on time step 2177 (time=136.062), 2.4581 s/step
Meep progress: 136.1875/1224.9 = 11.1% done in 5408.5s, 43236.5s to go
on time step 2179 (time=136.188), 2.45666 s/step
Meep progress: 136.3125/1224.9 = 11.1% done in 5413.4s, 43231.2s to go
on time step 2181 (time=136.312), 2.45735 s/step
Meep progress: 136.4375/1224.9 = 11.1% done in 5418.3s, 43225.8s to go
on time step 2183 (time=136.438), 2.45736 s/step
Meep progress: 136.5625/1224.9 = 11.1% done in 5423.2s, 43220.5s to go
on time step 2185 (time=136.562), 2.45764 s/step
Meep progress: 136.6875/1224.9 = 11.2% done in 5428.1s, 43215.1s to go
on time step 2187 (time=136.688), 2.45855 s/step
Meep progress: 136.8125/1224.9 = 11.2% done in 5433.1s, 43209.8s to go
on time step 2189 (time=136.812), 2.4576 s/step
Meep progress: 136.9375/1224.9 = 11.2% done in 5438.0s, 43204.4s to go
on time step 2191 (time=136.938), 2.4571 s/step
Meep progress: 137.0625/1224.9 = 11.2% done in 5442.9s, 43199.0s to go
on time step 2193 (time=137.062), 2.45656 s/step
Meep progress: 137.1875/1224.9 = 11.2% done in 5447.8s, 43193.7s to go
on time step 2195 (time=137.188), 2.45657 s/step
Meep progress: 137.3125/1224.9 = 11.2% done in 5452.7s, 43188.3s to go
on time step 2197 (time=137.312), 2.45729 s/step
Meep progress: 137.4375/1224.9 = 11.2% done in 5457.6s, 43183.0s to go
on time step 2199 (time=137.438), 2.45848 s/step
Meep progress: 137.5625/1224.9 = 11.2% done in 5462.5s, 43177.6s to go
on time step 2201 (time=137.562), 2.45784 s/step
Meep progress: 137.6875/1224.9 = 11.2% done in 5467.5s, 43172.3s to go
on time step 2203 (time=137.688), 2.45704 s/step
Meep progress: 137.8125/1224.9 = 11.3% done in 5472.4s, 43166.9s to go
on time step 2205 (time=137.812), 2.45749 s/step
Meep progress: 137.9375/1224.9 = 11.3% done in 5477.3s, 43161.6s to go
on time step 2207 (time=137.938), 2.45645 s/step
Meep progress: 138.0625/1224.9 = 11.3% done in 5482.2s, 43156.2s to go
on time step 2209 (time=138.062), 2.45775 s/step
Meep progress: 138.1875/1224.9 = 11.3% done in 5487.1s, 43150.9s to go
on time step 2211 (time=138.188), 2.45857 s/step
Meep progress: 138.3125/1224.9 = 11.3% done in 5492.0s, 43145.6s to go
on time step 2213 (time=138.312), 2.4584 s/step
Meep progress: 138.4375/1224.9 = 11.3% done in 5496.9s, 43140.2s to go
on time step 2215 (time=138.438), 2.45708 s/step
Meep progress: 138.5625/1224.9 = 11.3% done in 5501.9s, 43134.9s to go
on time step 2217 (time=138.562), 2.45667 s/step
Meep progress: 138.6875/1224.9 = 11.3% done in 5506.8s, 43129.5s to go
on time step 2219 (time=138.688), 2.45701 s/step
Meep progress: 138.8125/1224.9 = 11.3% done in 5511.7s, 43124.2s to go
on time step 2221 (time=138.812), 2.45655 s/step
Meep progress: 138.9375/1224.9 = 11.3% done in 5516.6s, 43118.8s to go
on time step 2223 (time=138.938), 2.45797 s/step
Meep progress: 139.0625/1224.9 = 11.4% done in 5521.5s, 43113.5s to go
on time step 2225 (time=139.062), 2.45865 s/step
Meep progress: 139.1875/1224.9 = 11.4% done in 5526.4s, 43108.2s to go
on time step 2227 (time=139.188), 2.45712 s/step
Meep progress: 139.3125/1224.9 = 11.4% done in 5531.3s, 43102.8s to go
on time step 2229 (time=139.312), 2.45745 s/step
Meep progress: 139.4375/1224.9 = 11.4% done in 5536.3s, 43097.5s to go
on time step 2231 (time=139.438), 2.45648 s/step
Meep progress: 139.5625/1224.9 = 11.4% done in 5541.2s, 43092.1s to go
on time step 2233 (time=139.562), 2.45718 s/step
Meep progress: 139.6875/1224.9 = 11.4% done in 5546.1s, 43086.8s to go
on time step 2235 (time=139.688), 2.45746 s/step
Meep progress: 139.8125/1224.9 = 11.4% done in 5551.0s, 43081.5s to go
on time step 2237 (time=139.812), 2.45728 s/step
Meep progress: 139.9375/1224.9 = 11.4% done in 5555.9s, 43076.1s to go
on time step 2239 (time=139.938), 2.45673 s/step
Meep progress: 140.0625/1224.9 = 11.4% done in 5560.8s, 43070.8s to go
on time step 2241 (time=140.062), 2.45801 s/step
Meep progress: 140.1875/1224.9 = 11.4% done in 5565.7s, 43065.5s to go
on time step 2243 (time=140.188), 2.45668 s/step
Meep progress: 140.3125/1224.9 = 11.5% done in 5570.7s, 43060.1s to go
on time step 2245 (time=140.312), 2.45651 s/step
Meep progress: 140.4375/1224.9 = 11.5% done in 5575.6s, 43054.8s to go
on time step 2247 (time=140.438), 2.45692 s/step
Meep progress: 140.5625/1224.9 = 11.5% done in 5580.5s, 43049.5s to go
on time step 2249 (time=140.562), 2.45875 s/step
Meep progress: 140.6875/1224.9 = 11.5% done in 5585.4s, 43044.1s to go
on time step 2251 (time=140.688), 2.45684 s/step
Meep progress: 140.8125/1224.9 = 11.5% done in 5590.3s, 43038.8s to go
on time step 2253 (time=140.812), 2.4566 s/step
Meep progress: 140.9375/1224.9 = 11.5% done in 5595.2s, 43033.4s to go
on time step 2255 (time=140.938), 2.45682 s/step
Meep progress: 141.0625/1224.9 = 11.5% done in 5600.2s, 43028.1s to go
on time step 2257 (time=141.062), 2.45757 s/step
Meep progress: 141.1875/1224.9 = 11.5% done in 5605.1s, 43022.8s to go
on time step 2259 (time=141.188), 2.45609 s/step
Meep progress: 141.3125/1224.9 = 11.5% done in 5610.0s, 43017.5s to go
on time step 2261 (time=141.312), 2.45884 s/step
Meep progress: 141.4375/1224.9 = 11.5% done in 5614.9s, 43012.2s to go
on time step 2263 (time=141.438), 2.45855 s/step
Meep progress: 141.5625/1224.9 = 11.6% done in 5619.8s, 43006.8s to go
on time step 2265 (time=141.562), 2.45647 s/step
Meep progress: 141.6875/1224.9 = 11.6% done in 5624.7s, 43001.5s to go
on time step 2267 (time=141.688), 2.46152 s/step
Meep progress: 141.8125/1224.9 = 11.6% done in 5629.6s, 42996.2s to go
on time step 2269 (time=141.812), 2.45685 s/step
Meep progress: 141.9375/1224.9 = 11.6% done in 5634.6s, 42990.9s to go
on time step 2271 (time=141.938), 2.45682 s/step
Meep progress: 142.0625/1224.9 = 11.6% done in 5639.5s, 42985.6s to go
on time step 2273 (time=142.062), 2.45757 s/step
Meep progress: 142.1875/1224.9 = 11.6% done in 5644.4s, 42980.3s to go
on time step 2275 (time=142.188), 2.45812 s/step
Meep progress: 142.3125/1224.9 = 11.6% done in 5649.3s, 42974.9s to go
on time step 2277 (time=142.312), 2.45669 s/step
Meep progress: 142.4375/1224.9 = 11.6% done in 5654.2s, 42969.6s to go
on time step 2279 (time=142.438), 2.4568 s/step
Meep progress: 142.5625/1224.9 = 11.6% done in 5659.1s, 42964.3s to go
on time step 2281 (time=142.562), 2.45644 s/step
Meep progress: 142.6875/1224.9 = 11.6% done in 5664.0s, 42959.0s to go
on time step 2283 (time=142.688), 2.45834 s/step
Meep progress: 142.8125/1224.9 = 11.7% done in 5669.0s, 42953.7s to go
on time step 2285 (time=142.812), 2.46204 s/step
Meep progress: 142.9375/1224.9 = 11.7% done in 5673.9s, 42948.5s to go
on time step 2287 (time=142.938), 2.46432 s/step
Meep progress: 143.0625/1224.9 = 11.7% done in 5678.8s, 42943.3s to go
on time step 2289 (time=143.062), 2.4631 s/step
Meep progress: 143.1875/1224.9 = 11.7% done in 5683.8s, 42938.0s to go
on time step 2291 (time=143.188), 2.46174 s/step
Meep progress: 143.3125/1224.9 = 11.7% done in 5688.7s, 42932.7s to go
on time step 2293 (time=143.312), 2.45701 s/step
Meep progress: 143.4375/1224.9 = 11.7% done in 5693.6s, 42927.4s to go
on time step 2295 (time=143.438), 2.45707 s/step
Meep progress: 143.5625/1224.9 = 11.7% done in 5698.5s, 42922.1s to go
on time step 2297 (time=143.562), 2.45776 s/step
Meep progress: 143.6875/1224.9 = 11.7% done in 5703.4s, 42916.8s to go
on time step 2299 (time=143.688), 2.4582 s/step
Meep progress: 143.8125/1224.9 = 11.7% done in 5708.3s, 42911.4s to go
on time step 2301 (time=143.812), 2.45635 s/step
Meep progress: 143.9375/1224.9 = 11.8% done in 5713.2s, 42906.1s to go
on time step 2303 (time=143.938), 2.45714 s/step
Meep progress: 144.0625/1224.9 = 11.8% done in 5718.2s, 42900.8s to go
on time step 2305 (time=144.062), 2.45657 s/step
Meep progress: 144.1875/1224.9 = 11.8% done in 5723.1s, 42895.5s to go
on time step 2307 (time=144.188), 2.45844 s/step
Meep progress: 144.3125/1224.9 = 11.8% done in 5728.0s, 42890.2s to go
on time step 2309 (time=144.312), 2.45878 s/step
Meep progress: 144.4375/1224.9 = 11.8% done in 5732.9s, 42884.9s to go
on time step 2311 (time=144.438), 2.45836 s/step
Meep progress: 144.5625/1224.9 = 11.8% done in 5737.8s, 42879.7s to go
on time step 2313 (time=144.562), 2.46123 s/step
Meep progress: 144.6875/1224.9 = 11.8% done in 5742.8s, 42874.4s to go
on time step 2315 (time=144.688), 2.46284 s/step
Meep progress: 144.8125/1224.9 = 11.8% done in 5747.7s, 42869.2s to go
on time step 2317 (time=144.812), 2.46182 s/step
Meep progress: 144.9375/1224.9 = 11.8% done in 5752.6s, 42863.9s to go
on time step 2319 (time=144.938), 2.45722 s/step
Meep progress: 145.0625/1224.9 = 11.8% done in 5757.5s, 42858.6s to go
on time step 2321 (time=145.062), 2.45748 s/step
Meep progress: 145.1875/1224.9 = 11.9% done in 5762.4s, 42853.3s to go
on time step 2323 (time=145.188), 2.45765 s/step
Meep progress: 145.3125/1224.9 = 11.9% done in 5767.3s, 42848.0s to go
on time step 2325 (time=145.312), 2.45687 s/step
Meep progress: 145.4375/1224.9 = 11.9% done in 5772.2s, 42842.6s to go
on time step 2327 (time=145.438), 2.45707 s/step
Meep progress: 145.5625/1224.9 = 11.9% done in 5777.2s, 42837.3s to go
on time step 2329 (time=145.562), 2.45674 s/step
Meep progress: 145.6875/1224.9 = 11.9% done in 5782.1s, 42832.0s to go
on time step 2331 (time=145.688), 2.45776 s/step
Meep progress: 145.8125/1224.9 = 11.9% done in 5787.0s, 42826.7s to go
on time step 2333 (time=145.812), 2.45782 s/step
Meep progress: 145.9375/1224.9 = 11.9% done in 5791.9s, 42821.4s to go
on time step 2335 (time=145.938), 2.45788 s/step
Meep progress: 146.0625/1224.9 = 11.9% done in 5796.8s, 42816.1s to go
on time step 2337 (time=146.062), 2.45715 s/step
Meep progress: 146.1875/1224.9 = 11.9% done in 5801.7s, 42810.8s to go
on time step 2339 (time=146.188), 2.45633 s/step
Meep progress: 146.3125/1224.9 = 11.9% done in 5806.7s, 42805.5s to go
on time step 2341 (time=146.312), 2.4576 s/step
Meep progress: 146.4375/1224.9 = 12.0% done in 5811.6s, 42800.2s to go
on time step 2343 (time=146.438), 2.45674 s/step
Meep progress: 146.5625/1224.9 = 12.0% done in 5816.5s, 42794.9s to go
on time step 2345 (time=146.562), 2.4587 s/step
Meep progress: 146.6875/1224.9 = 12.0% done in 5821.4s, 42789.6s to go
on time step 2347 (time=146.688), 2.45684 s/step
Meep progress: 146.8125/1224.9 = 12.0% done in 5826.3s, 42784.3s to go
on time step 2349 (time=146.812), 2.45823 s/step
Meep progress: 146.9375/1224.9 = 12.0% done in 5831.2s, 42779.0s to go
on time step 2351 (time=146.938), 2.45693 s/step
Meep progress: 147.0625/1224.9 = 12.0% done in 5836.1s, 42773.7s to go
on time step 2353 (time=147.062), 2.45667 s/step
Meep progress: 147.1875/1224.9 = 12.0% done in 5841.1s, 42768.4s to go
on time step 2355 (time=147.188), 2.45638 s/step
Meep progress: 147.3125/1224.9 = 12.0% done in 5846.0s, 42763.1s to go
on time step 2357 (time=147.312), 2.45733 s/step
Meep progress: 147.4375/1224.9 = 12.0% done in 5850.9s, 42757.8s to go
on time step 2359 (time=147.438), 2.45691 s/step
Meep progress: 147.5625/1224.9 = 12.0% done in 5855.8s, 42752.5s to go
on time step 2361 (time=147.562), 2.45704 s/step
Meep progress: 147.6875/1224.9 = 12.1% done in 5860.7s, 42747.2s to go
on time step 2363 (time=147.688), 2.45691 s/step
Meep progress: 147.8125/1224.9 = 12.1% done in 5865.6s, 42741.9s to go
on time step 2365 (time=147.812), 2.45686 s/step
Meep progress: 147.9375/1224.9 = 12.1% done in 5870.5s, 42736.6s to go
on time step 2367 (time=147.938), 2.45687 s/step
